Titulo,Año,Duracion,Clasificación,Puntaje,Resumen,Director,Actores,URL Imagen
227. El exorcista,1973,2h 2m,18,"8,1",Una adolescente es poseída por una entidad malévola y su madre obtiene la ayuda de dos curas para que la liberen.,Ellen Burstyn,"1973, 2h 2min, 18, Terror, William Friedkin, Ellen Burstyn, Max von Sydow, Linda Blair","https://m.media-amazon.com/images/M/MV5BYWFlZGY2NDktY2ZjOS00ZWNkLTg0ZDAtZDY4MTM1ODU4ZjljXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,3,140,207_.jpg"
228. Rush,2013,2h 3m,12,"8,1",La despiadada rivalidad de los años setenta en la Fórmula Uno entre James Hunt y Niki Lauda.,Daniel Brühl,"2013, 2h 3min, 12, Acción, Biografía, Drama, Ron Howard, Daniel Brühl, Chris Hemsworth, Olivia Wilde","https://m.media-amazon.com/images/M/MV5BM2FlM2E2ODEtOGRhNS00M2VjLTkxYjUtMzBiY2M4NzAyZmMwXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
"229. Network, un mundo implacable",1976,2h 1m,18,"8,1",Una cadena de televisión explota cínicamente los desvaríos y las revelaciones de un antiguo ¿miembro? sobre los medios de comunicación para su propio beneficio.,Faye Dunaway,"1976, 2h 1min, 18, Drama, Sidney Lumet, Faye Dunaway, William Holden, Peter Finch","https://m.media-amazon.com/images/M/MV5BZjUzNGZiOTctMjlhZi00MjhlLWFiYTMtNTBhNzhmOTdhZTI2XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
230. El mago de Oz,1939,1h 42m,A,"8,1","La joven Dorothy y su perro son arrastrados por un tornado desde Kansas a la mágica tierra de Oz, y se embarcan en una búsqueda con tres nuevos amigos para ver al mago, que puede devolverla a su hogar y cumplir los deseos de los demás.",Judy Garland,"1939, 1h 42min, A, Aventura, Familiar, Fantasía, Victor Fleming, King Vidor, Judy Garland, Frank Morgan, Ray Bolger","https://m.media-amazon.com/images/M/MV5BYzljMTgyMTYtOGQzOC00MTM0LTk2ODUtZDU1YzM4NjM1M2RjXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UX140_CR0,1,140,207_.jpg"
231. Los Increíbles,2004,1h 55m,A,"8,0","Mientras intenta llevar una tranquila vida suburbana, una familia de superhéroes encubiertos se ve obligada a entrar en acción para salvar el mundo.",Craig T. Nelson,"2004, 1h 55min, A, Animación, Acción, Aventura, Brad Bird, Craig T. Nelson, Samuel L. Jackson, Holly Hunter","https://m.media-amazon.com/images/M/MV5BYzJjZTIyN2UtZjBlYi00MGYzLTg1MzEtNTJmYzNkYWU3YWRiXkEyXkFqcGdeQXVyMTgxOTIzNzk@._V1_QL75_UY207_CR2,0,140,207_.jpg"
232. Cuenta conmigo,1986,1h 29m,A,"8,1","Tras la muerte de un amigo, un escritor recuerda un viaje de juventud para encontrar el cuerpo de un chico desaparecido.",Wil Wheaton,"1986, 1h 29min, A, Aventura, Comedia, Drama, Rob Reiner, Wil Wheaton, River Phoenix, Corey Feldman","https://m.media-amazon.com/images/M/MV5BNjdlZmY5MTEtMGQ2MS00ZTUxLThiODYtZmIxMmY5ODY3NGQyXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR2,0,140,207_.jpg"
233. Siempre a tu lado (Hachiko),2009,1h 33m,A,"8,1",Un profesor universitario crea un vínculo con un perro abandonado al que acoge.,Richard Gere,"2009, 1h 33min, A, Biografía, Drama, Familiar, Lasse Hallström, Richard Gere, Joan Allen, Cary-Hiroyuki Tagawa","https://m.media-amazon.com/images/M/MV5BNDZiZDBkMTEtNzQ3ZS00YjI4LWFiYjgtNTBjNWM2MjkzMjYzXkEyXkFqcGdeQXVyNzExODc3Nzk@._V1_QL75_UY207_CR1,0,140,207_.jpg"
234. Sonrisas y lágrimas,1965,2h 52m,A,"8,1",Una joven novicia es enviada por su convento en la Austria de los años 30 para convertirse en institutriz de los siete hijos de un oficial de marina viudo.,Julie Andrews,"1965, 2h 52min, A, Biografía, Drama, Familiar, Robert Wise, Julie Andrews, Christopher Plummer, Eleanor Parker","https://m.media-amazon.com/images/M/MV5BYzE2NjA5ZTAtOWI0Yi00ZWRiLThjMmQtMmMyOGJlMDZmZTIxXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_QL75_UY207_CR4,0,140,207_.jpg"
235. La doncella,2016,2h 25m,16,"8,1","Una mujer es contratada como criada de una heredera japonesa, pero está involucrada en un complot secreto para estafarla.",Kim Min-hee,"2016, 2h 25min, 16, Drama, Romance, Suspense, Park Chan-wook, Kim Min-hee, Ha Jung-woo, Cho Jin-woong","https://m.media-amazon.com/images/M/MV5BNzg0MGU4ZWItNTY4ZC00YzQzLWJhOTUtOTA1NmY3NjViYzM5XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
236. Mi padre y mi hijo,2005,1h 52m,Not Rated,"8,2",La familia de un periodista de izquierda queda destrozada tras el golpe militar de Turquía en 1980.,Çetin Tekindor,"2005, 1h 52min, Not Rated, Drama, Familiar, Çagan Irmak, Çetin Tekindor, Fikret Kuskan, Hümeyra","https://m.media-amazon.com/images/M/MV5BNzEzMWYyYjEtNmVjZS00YTAyLWIyOTgtMzEzNzQxMTQzZTgwXkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX140_CR0,1,140,207_.jpg"
237. Ser o no ser,1942,1h 39m,A,"8,1","Durante la ocupación nazi de Polonia, un grupo de actores se ve envuelto en las actividades de un soldado polaco que intenta encontrar a un espía alemán.",Carole Lombard,"1942, 1h 39min, A, Comedia, Romance, Bélico, Ernst Lubitsch, Carole Lombard, Jack Benny, Robert Stack","https://m.media-amazon.com/images/M/MV5BOTFmZmJiMTUtYWU1Yy00MTEzLWE2ZGYtNGNhNjViMTI2NjFhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_QL75_UX140_CR0,11,140,207_.jpg"
238. Hacia rutas salvajes,2007,2h 28m,7,"8,1","Tras graduarse en la Universidad de Emory, el estudiante y atleta de élite Christopher McCandless abandona sus posesiones, dona a la caridad la totalidad de sus ahorros y viaja en autostop a Alaska para vivir en la naturaleza.",Emile Hirsch,"2007, 2h 28min, 7, Aventura, Biografía, Drama, Sean Penn, Emile Hirsch, Vince Vaughn, Catherine Keener","https://m.media-amazon.com/images/M/MV5BMTNhNWE3ZmUtNjI3NC00OWEwLTk1NDgtNDM0OTQ1ZmYwNzkzXkEyXkFqcGdeQXVyNjI0MTA1MTM@._V1_QL75_UY207_CR4,0,140,207_.jpg"
239. La batalla de Argel,1966,2h 1m,18,"8,1","En la década de los 50, el miedo y la violencia aumentan a medida que la gente de Algiers lucha por la independencia del gobierno francés.",Brahim Hadjadj,"1966, 2h 1min, 18, Drama, Bélico, Gillo Pontecorvo, Brahim Hadjadj, Jean Martin, Yacef Saadi","https://m.media-amazon.com/images/M/MV5BZDgyZGUyYTMtNmIyMi00NTgwLTkyZjItNTRjZWIzNTY1MzIwXkEyXkFqcGdeQXVyNjgxMDA4OTI@._V1_QL75_UX140_CR0,0,140,207_.jpg"
240. Atrapado en el tiempo,1993,1h 41m,T,"8,0",Un hombre del tiempo revive inexplicablemente el mismo día una y otra vez.,Bill Murray,"1993, 1h 41min, T, Comedia, Drama, Fantasía, Harold Ramis, Bill Murray, Andie MacDowell, Chris Elliott","https://m.media-amazon.com/images/M/MV5BMDAzMmE2ZTgtMTQ2NC00OTUwLTgwMGYtOGYyZTQ0NDVmZTU3XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR2,0,140,207_.jpg"
241. Las uvas de la ira,1940,2h 9m,A,"8,1","Una familia pobre del Medio Oeste se ve obligada a abandonar sus tierras. Viajan a California, sufriendo las desgracias de los sin techo en la Gran Depresión.",Henry Fonda,"1940, 2h 9min, A, Drama, John Ford, Henry Fonda, Jane Darwell, John Carradine","https://m.media-amazon.com/images/M/MV5BOGE5MDdhYzYtYjQ5Zi00ODdmLTkwOTItMWZiOTQ1NzU5OTA0XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR2,0,140,207_.jpg"
242. El gigante de hierro,1999,1h 26m,A,"8,1","Un joven se hace amigo de un robot gigante del espacio exterior, que un paranoico agente del Gobierno quiere destruir.",Eli Marienthal,"1999, 1h 26min, A, Animación, Acción, Aventura, Brad Bird, Eli Marienthal, Harry Connick Jr., Jennifer Aniston","https://m.media-amazon.com/images/M/MV5BMmRiYzM2ZGYtNTcyYS00ZTFmLWJmY2YtYjI0NDAzOTlhNDU2XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
243. Amores perros,2000,2h 34m,18,"8,1","Un horrible accidente automovilístico conecta tres historias, cada una de ellas con personajes que se enfrentan a la pérdida, el arrepentimiento y las duras realidades de la vida, todo ello en nombre del amor.",Emilio Echevarría,"2000, 2h 34min, 18, Drama, Suspense, Alejandro G. Iñárritu, Emilio Echevarría, Gael García Bernal, Goya Toledo","https://m.media-amazon.com/images/M/MV5BZjUxNmEwOGItMTBmYi00MWQ1LWExY2MtNDUxMjI0OWM4M2NiXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX140_CR0,1,140,207_.jpg"
244. Rebeca,1940,2h 10m,14,"8,1",Una mujer acomplejada hace esfuerzos para adaptarse a su nuevo papel como esposa de un aristócrata y evitar ser intimidada por la presencia fantasmal de su primera esposa.,Laurence Olivier,"1940, 2h 10min, 14, Drama, Misterio, Romance, Alfred Hitchcock, Laurence Olivier, Joan Fontaine, George Sanders","https://m.media-amazon.com/images/M/MV5BOGIzMGY2NDAtMzE0Mi00ZDVkLTgwYjMtMDMzMGNmODliMWI1XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX140_CR0,3,140,207_.jpg"
245. La leyenda del indomable,1967,2h 7m,7,"8,1","Un tranquilo sureño es sentenciado a dos años en una prisión rural, pero rehúsa obedecer.",Paul Newman,"1967, 2h 7min, 7, Crimen, Drama, Stuart Rosenberg, Paul Newman, George Kennedy, Strother Martin","https://m.media-amazon.com/images/M/MV5BMzcyZGYyZmMtOWVhOC00N2YzLWIzODQtYWVhZDY2OWJjNTY3XkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_QL75_UX140_CR0,7,140,207_.jpg"
246. Criadas y señoras,2011,2h 26m,A,"8,1",Un aspirante a autor durante el movimiento por los derechos civiles en los 60 decide escribir un libro des de la perspectiva de las asistentas domésticas afro-americanas sobre las familias blancas para las que trabajan.,Viola Davis,"2011, 2h 26min, A, Drama, Tate Taylor, Viola Davis, Emma Stone, Octavia Spencer","https://m.media-amazon.com/images/M/MV5BZDk2MWRhNzgtNTZiMS00OGExLTg3OTQtMGI2Mzk2NzJmMjdmXkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_QL75_UY207_CR2,0,140,207_.jpg"
247. Sucedió una noche,1934,1h 45m,A,"8,1",Una heredera malcriada huye de su familia y recibe ayuda de un hombre que en realidad es un periodista buscando una historia.,Clark Gable,"1934, 1h 45min, A, Comedia, Romance, Frank Capra, Clark Gable, Claudette Colbert, Walter Connolly","https://m.media-amazon.com/images/M/MV5BMDc3NzQ4ZmUtM2ZhOC00N2MxLTg3ZWUtZWZhZTgzOGY0ZjM2XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UY207_CR3,0,140,207_.jpg"
248. Aladdín,1992,1h 30m,A,"8,0","Un joven callejero de buen corazón y un gran visir hambriento de poder, luchan por una lámpara mágica que tiene el poder de hacer realidad los deseos más profundos.",Scott Weinger,"1992, 1h 30min, A, Animación, Aventura, Comedia, Ron Clements, John Musker, Scott Weinger, Robin Williams, Linda Larkin","https://m.media-amazon.com/images/M/MV5BNTA1YzE1MmYtMzI1ZC00YTcwLTliZGYtMzIyODZlMWQxYWI4XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_QL75_UX140_CR0,4,140,207_.jpg"
249. Andhadhun,2018,2h 19m,Not Rated,"8,2",Una serie de eventos misteriosos cambia la vida de un pianista ciego que debe denunciar un crimen que nunca presenció.,Tabu,"2018, 2h 19min, Not Rated, Crimen, Misterio, Suspense, Sriram Raghavan, Tabu, Ayushmann Khurrana, Radhika Apte","https://m.media-amazon.com/images/M/MV5BZWZhMjhhZmYtOTIzOC00MGYzLWI1OGYtM2ZkN2IxNTI4ZWI3XkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_QL75_UY207_CR2,0,140,207_.jpg"
"250. Paris, Texas",1984,2h 25m,A,"8,1","Travis Henderson, un vagabundo sin rumbo que lleva cuatro años desaparecido, sale del desierto y debe reencontrarse con la sociedad, con él mismo, con su vida y con su familia.",Harry Dean Stanton,"1984, 2h 25min, A, Drama, Wim Wenders, Harry Dean Stanton, Nastassja Kinski, Dean Stockwell","https://m.media-amazon.com/images/M/MV5BM2RjMmU3ZWItYzBlMy00ZmJkLWE5YzgtNTVkODdhOWM3NGZhXkEyXkFqcGdeQXVyNDA5Mjg5MjA@._V1_QL75_UX140_CR0,4,140,207_.jpg"
